continent,date,avg_total_cases,avg_total_deaths
Europe,2021-08-29,1060447.1153846155,23212.365384615383
Europe,2021-09-19,1109007.826923077,23862.903846153848
Europe,2022-04-30,3726808.294117647,36215.686274509804
Europe,2023-02-04,4788052.549019608,39815.117647058825
Europe,2023-12-22,4929572.843137255,41013.76470588235
Europe,2024-02-19,4946322.05882353,41159.117647058825
Europe,2024-03-27,4949541.196078432,41175.82352941176
Africa,2020-03-23,23.45614035087719,0.47368421052631576
Africa,2021-04-11,76889.36842105263,2033.2105263157894
Africa,2021-04-16,76889.36842105263,2033.2105263157894
Africa,2021-06-04,85537.19298245614,2290.0175438596493
Africa,2021-08-08,124267.8947368421,3124.964912280702
Africa,2023-02-21,228947.0350877193,4538.982456140351
Africa,2023-03-04,228998.8596491228,4539.298245614035
Africa,2024-04-14,230562.54385964913,4545.631578947368
Oceania,2020-02-15,0.625,0.0
Oceania,2020-11-28,2067.125,46.666666666666664
Oceania,2022-12-15,538942.7083333334,947.875
Oceania,2023-04-16,580039.6666666666,1128.6666666666667
Oceania,2023-06-17,594749.2083333334,1204.4583333333333
Oceania,2023-07-18,599567.6666666666,1219.75
Oceania,2023-07-22,599567.6666666666,1219.75
Oceania,2023-08-30,601858.9583333334,1235.1666666666667
North America,2020-01-17,0.0,0.0
North America,2022-03-13,2294238.6341463416,34286.31707317073
North America,2022-10-26,2815336.6829268294,37045.12195121951
North America,2023-08-28,3032672.2195121953,39321.9756097561
North America,2023-09-09,3032733.048780488,39352.29268292683
North America,2024-02-05,3035371.5853658537,40313.87804878049
South America,2020-02-16,0.0,0.0
South America,2020-03-09,5.0,0.14285714285714285
South America,2020-09-16,505738.4285714286,20300.0
South America,2020-12-22,886131.8571428572,29038.64285714286
South America,2020-12-26,886131.8571428572,29038.64285714286
South America,2021-01-08,951573.0714285715,30345.928571428572
South America,2021-01-23,1039460.5,32116.5
South America,2021-06-15,2182968.714285714,67974.42857142857
South America,2022-02-21,3793480.5714285714,89215.92857142857
South America,2022-03-19,3940112.214285714,90589.0
South America,2024-03-09,4911456.785714285,96699.85714285714
South America,2024-05-17,4914186.285714285,96723.78571428571
Asia,2020-02-02,308.82978723404256,7.702127659574468
Asia,2020-06-07,28165.91489361702,732.0
Asia,2020-09-19,186244.74468085106,3438.425531914894
Asia,2021-02-09,498128.9574468085,8052.468085106383
Asia,2022-08-23,3624351.6666666665,30485.0625
Asia,2024-01-14,6409891.808510638,34813.78723404255
Europe,2020-12-27,443444.82352941175,11090.843137254902
Europe,2021-07-14,941873.9807692308,22090.076923076922
Europe,2021-08-09,1009570.75,22662.71153846154
Europe,2022-05-19,3825245.725490196,36562.17647058824
Europe,2023-02-17,4800621.31372549,39917.03921568627
Europe,2023-09-14,4888671.31372549,40746.901960784315
Europe,2023-09-18,4890498.843137255,40760.41176470588
Europe,2024-01-19,4941130.196078432,41112.86274509804
Europe,2024-04-13,4950557.019607843,41180.41176470588
Europe,2024-06-01,4953204.294117647,41192.1568627451
Africa,2020-02-03,0.0,0.0
Africa,2020-03-19,5.508771929824562,0.15789473684210525
Africa,2021-01-09,49602.9649122807,1174.0526315789473
Africa,2021-04-23,78365.14035087719,2071.8947368421054
Africa,2021-07-18,109914.85964912281,2773.0
Africa,2021-12-28,169024.8245614035,3995.7017543859647
Africa,2021-12-29,169024.8245614035,3995.7017543859647
Africa,2022-11-12,226578.57894736843,4528.263157894737
Africa,2022-12-09,227464.35087719298,4531.6140350877195
Africa,2024-07-05,230607.9649122807,4545.701754385965
Oceania,2020-03-30,183.16666666666666,0.75
Oceania,2021-05-20,3087.4166666666665,56.708333333333336
Oceania,2021-10-31,13926.333333333334,170.29166666666666
Oceania,2022-06-25,384363.875,614.9583333333334
Oceania,2022-11-24,522721.7916666667,914.9166666666666
Oceania,2022-12-29,549876.2083333334,975.7083333333334
Oceania,2023-01-15,562359.1666666666,1023.2083333333334
Oceania,2023-07-10,599045.8333333334,1218.875
Oceania,2024-01-28,613723.625,1325.0416666666667
North America,2020-08-07,134837.29268292684,5878.804878048781
North America,2021-02-04,728716.0243902439,16662.951219512193
North America,2021-08-02,1021063.3658536585,22724.024390243903
North America,2022-02-28,2274865.2682926827,33766.46341463415
North America,2022-07-06,2537413.073170732,35615.70731707317
North America,2023-06-24,3032290.7804878047,39153.12195121951
North America,2023-08-09,3032540.512195122,39253.0243902439
North America,2023-12-21,3034521.9024390243,39919.90243902439
South America,2020-03-19,29.428571428571427,0.9285714285714286
South America,2020-08-01,261502.64285714287,12205.642857142857
South America,2021-04-17,1601981.5,49450.21428571428
South America,2021-08-05,2541042.5,78214.92857142857
South America,2021-10-11,2718931.0714285714,82951.5
South America,2023-01-13,4795584.642857143,95964.0
South America,2024-01-05,4901718.071428572,96638.85714285714
Asia,2020-05-27,19875.127659574468,576.2978723404256
Asia,2022-06-28,3230474.5,30014.375
Asia,2023-02-08,6109108.145833333,33641.229166666664
Asia,2023-11-11,6266106.5,34073.1875
Asia,2024-01-09,6408490.361702127,34811.87234042553
Asia,2024-02-07,6411342.191489362,34818.425531914894
Europe,2020-04-29,21600.392156862745,2569.627450980392
Europe,2020-07-31,50939.509803921566,3981.2549019607845
Europe,2022-03-19,3254113.7843137253,34941.21568627451
Europe,2022-03-26,3359421.901960784,35211.686274509804
Europe,2022-05-08,3796729.843137255,36464.03921568627
Europe,2022-07-09,4028203.862745098,37034.07843137255
Europe,2022-11-20,4645012.549019608,38921.450980392154
Europe,2023-12-05,4919429.05882353,40958.21568627451
Africa,2020-11-03,31536.280701754386,780.9298245614035
Africa,2021-01-14,53427.0350877193,1270.9473684210527
Africa,2022-05-26,215505.19298245615,4468.105263157895
Africa,2023-06-27,229843.19298245615,4543.6140350877195
Oceania,2020-02-26,0.9166666666666666,0.0
Oceania,2020-04-16,315.375,3.0
Oceania,2020-11-12,1878.375,44.916666666666664
Oceania,2020-11-13,1878.375,44.916666666666664
Oceania,2021-01-12,2332.6666666666665,50.25
Oceania,2021-01-20,2359.3333333333335,50.541666666666664
Oceania,2022-08-14,477834.3333333333,810.125
Oceania,2022-09-11,497808.4166666667,859.7916666666666
Oceania,2024-02-10,614260.5416666666,1328.0833333333333
Oceania,2024-04-25,621542.7916666666,1354.4583333333333
North America,2020-10-01,209796.60975609755,7951.4390243902435
North America,2020-12-16,456379.60975609755,11488.414634146342
North America,2021-04-18,889398.1951219512,20772.634146341465
North America,2021-08-07,1021063.3658536585,22724.024390243903
North America,2021-10-12,1302649.0731707318,26763.60975609756
North America,2022-01-18,1884226.4146341463,30688.19512195122
North America,2023-04-07,3014707.6097560977,38826.14634146341
North America,2023-12-02,3034111.5853658537,39781.58536585366
North America,2024-02-19,3035519.073170732,40390.31707317073
South America,2020-08-26,406361.0,16879.285714285714
South America,2020-12-15,851024.7142857143,28409.0
South America,2022-01-26,3244677.5714285714,86256.5
South America,2023-01-30,4828263.857142857,96205.07142857143
South America,2023-03-01,4849829.214285715,96456.21428571429
South America,2023-09-24,4898198.142857143,96596.57142857143
South America,2024-04-16,4914004.214285715,96718.0
Asia,2020-02-06,308.82978723404256,7.702127659574468
Asia,2020-05-29,19875.127659574468,576.2978723404256
Asia,2023-07-21,6216721.708333333,33997.979166666664
Europe,2020-07-06,44960.39215686275,3845.901960784314
Europe,2020-07-26,50939.509803921566,3981.2549019607845
Europe,2020-08-14,56249.35294117647,4068.0196078431372
Europe,2021-05-04,854903.7307692308,20388.634615384617
Europe,2021-10-05,1142677.2115384615,24352.23076923077
Europe,2021-11-10,1275739.4038461538,26285.78846153846
Europe,2022-02-16,2787789.2884615385,32783.75
Europe,2022-04-13,3622907.8235294116,35880.92156862745
Europe,2023-09-28,4892633.411764706,40774.58823529412
Africa,2020-01-06,0.0,0.0
Africa,2020-02-02,0.0,0.0
Africa,2021-01-22,57158.350877192985,1379.3508771929824
Africa,2021-04-05,75464.80701754386,1999.578947368421
Africa,2021-12-08,155644.54385964913,3936.9298245614036
Africa,2022-02-07,197809.28070175438,4242.122807017544
Africa,2022-08-18,224374.57894736843,4513.982456140351
Africa,2022-10-12,225997.56140350876,4524.210526315789
Africa,2023-04-16,229423.40350877194,4541.526315789473
Africa,2023-05-07,229564.57894736843,4542.421052631579
Africa,2023-10-13,230069.70175438595,4544.456140350877
Africa,2024-04-09,230558.8245614035,4545.596491228071
Africa,2024-04-15,230562.54385964913,4545.631578947368
Oceania,2020-05-18,352.4583333333333,5.458333333333333
Oceania,2021-11-27,15496.958333333334,189.91666666666666
Oceania,2022-01-26,94052.0,268.2916666666667
Oceania,2022-08-13,467999.3333333333,787.5833333333334
Oceania,2024-01-23,613098.0416666666,1321.75
Oceania,2024-02-28,615831.375,1337.3333333333333
North America,2020-07-03,73315.46341463414,4326.0
North America,2021-12-11,1431864.536585366,28899.829268292684
North America,2022-04-07,2315714.3902439023,34643.92682926829
North America,2022-08-25,2715912.463414634,36311.365853658535
North America,2023-01-08,2928273.7317073173,37875.46341463415
North America,2023-03-02,2989315.7073170734,38553.12195121951
North America,2023-11-23,3033960.3414634145,39744.19512195122
North America,2023-12-06,3034249.975609756,39826.92682926829
South America,2020-02-28,0.0,0.0
South America,2020-03-29,740.4285714285714,21.357142857142858
South America,2021-05-17,1909891.5,60446.0
South America,2021-09-09,2650600.1428571427,81250.35714285714
South America,2022-03-08,3902521.714285714,90225.64285714286
South America,2022-11-19,4612050.785714285,95276.64285714286
South America,2023-02-22,4846196.428571428,96377.64285714286
South America,2024-04-04,4913761.5,96713.21428571429
Asia,2020-04-01,3307.6382978723404,137.80851063829786
Asia,2020-09-06,167370.21276595743,3181.744680851064
Asia,2020-09-17,186244.74468085106,3438.425531914894
Asia,2021-04-08,604429.125,9039.666666666666
Asia,2022-03-05,2424726.625,28094.625
Asia,2023-04-05,6154733.791666667,33862.4375
Asia,2023-10-04,6263730.229166667,34036.270833333336
Asia,2023-10-16,6264691.0,34041.0
Europe,2020-03-29,7438.254901960784,570.6078431372549
Europe,2020-05-05,24558.803921568626,2865.725490196078
Europe,2020-10-18,136174.98039215687,4876.568627450981
Europe,2020-11-26,303857.3137254902,7441.588235294118
Europe,2021-11-13,1275739.4038461538,26285.78846153846
Europe,2022-11-30,4663422.901960785,38994.25490196078
Europe,2023-07-21,4882629.705882353,40681.1568627451
Europe,2023-09-19,4890498.843137255,40760.41176470588
Europe,2024-02-28,4947062.2549019605,41163.35294117647
Europe,2024-05-09,4952139.05882353,41187.705882352944
Europe,2024-07-04,4955485.0784313725,41206.705882352944
Africa,2020-03-04,0.05263157894736842,0.0
Africa,2020-09-23,24706.543859649122,638.1754385964912
Africa,2020-12-03,38007.70175438596,912.6491228070175
Africa,2021-02-26,67536.1052631579,1775.3508771929824
Africa,2021-07-31,114241.21052631579,2886.7368421052633
Africa,2021-12-17,158826.19298245615,3953.6666666666665
Africa,2022-06-30,219086.45614035087,4489.771929824561
Africa,2022-07-16,220867.61403508772,4497.228070175439
Africa,2022-10-13,225997.56140350876,4524.210526315789
Africa,2023-03-30,229324.94736842104,4540.7192982456145
Africa,2023-06-07,229744.08771929826,4543.122807017544
Africa,2023-07-20,229912.0701754386,4543.859649122807
Africa,2023-12-11,230292.22807017545,4544.912280701755
Africa,2023-12-28,230363.75438596492,4544.9473684210525
Africa,2024-05-30,230583.9649122807,4545.666666666667
Oceania,2020-02-07,0.5,0.0
Oceania,2022-02-14,123494.625,345.5
Oceania,2023-04-06,576844.0,1116.8333333333333
Oceania,2023-06-26,597532.8333333334,1216.25
North America,2020-07-16,94938.26829268293,4861.8536585365855
North America,2022-09-30,2783528.073170732,36741.0
North America,2022-12-04,2862897.463414634,37463.39024390244
North America,2023-02-08,2966693.8536585364,38311.29268292683
North America,2023-02-17,2974521.048780488,38406.41463414634
North America,2023-03-03,2989315.7073170734,38553.12195121951
South America,2021-03-08,1323145.5,40131.28571428572
South America,2021-06-17,2182968.714285714,67974.42857142857
South America,2021-06-19,2182968.714285714,67974.42857142857
South America,2021-07-17,2426770.0714285714,74422.28571428571
South America,2022-03-20,3970685.214285714,90846.57142857143
South America,2022-08-01,4442886.214285715,93970.14285714286
Asia,2021-01-10,453476.93617021275,7395.36170212766
Asia,2021-06-04,1056840.375,14158.6875
Asia,2021-08-30,1444978.25,21399.270833333332
Asia,2023-05-25,6192896.125,33959.0625
Asia,2024-03-07,6412145.234042553,34822.72340425532
Europe,2020-05-10,27565.29411764706,3093.529411764706
Europe,2020-09-14,78707.62745098039,4320.294117647059
Europe,2021-02-19,615920.5,15649.75
Europe,2021-05-03,854903.7307692308,20388.634615384617
Europe,2021-05-28,888344.2692307692,21161.30769230769
Europe,2022-08-07,4265883.882352941,37617.39215686275
Europe,2022-11-23,4645012.549019608,38921.450980392154
Africa,2020-06-26,5307.964912280701,171.2280701754386
Africa,2021-02-16,66179.87719298246,1726.438596491228
Africa,2021-05-01,79811.22807017544,2110.2982456140353
Africa,2022-03-08,206284.84210526315,4406.649122807017
Africa,2022-12-05,227464.35087719298,4531.6140350877195
Africa,2023-04-14,229385.24561403508,4541.122807017544
Africa,2023-09-24,230048.87719298244,4544.263157894737
Africa,2024-04-22,230566.1052631579,4545.666666666667
Oceania,2021-06-09,3229.0833333333335,58.833333333333336
Oceania,2021-07-04,3534.9583333333335,60.375
Oceania,2022-02-25,131559.66666666666,362.3333333333333
Oceania,2022-04-15,251427.375,438.0833333333333
Oceania,2022-07-08,396534.0,650.7916666666666
Oceania,2022-07-25,439523.4583333333,733.25
Oceania,2022-10-03,504834.6666666667,878.9166666666666
Oceania,2022-10-21,509228.875,887.2083333333334
Oceania,2023-05-01,583519.0833333334,1142.2916666666667
Oceania,2023-06-12,594749.2083333334,1204.4583333333333
Oceania,2023-09-26,603196.0416666666,1243.5
Oceania,2023-10-12,604036.1666666666,1251.4166666666667
Oceania,2024-07-11,624743.7083333334,1367.4583333333333
North America,2020-01-14,0.0,0.0
North America,2020-08-17,156701.48780487804,6524.780487804878
North America,2020-10-09,218906.19512195123,8147.463414634146
North America,2022-06-30,2512033.048780488,35536.26829268293
North America,2022-09-27,2783528.073170732,36741.0
North America,2022-11-18,2837874.3170731706,37270.829268292684
North America,2023-06-04,3032199.3902439023,39121.12195121951
North America,2023-06-29,3032349.024390244,39168.243902439026
South America,2020-01-16,0.0,0.0
South America,2020-05-20,29093.428571428572,2229.1428571428573
South America,2020-07-04,147749.42857142858,7785.928571428572
South America,2020-09-28,563782.7857142857,21958.571428571428
South America,2021-12-24,2813053.285714286,84931.28571428571
South America,2022-03-30,3994310.8571428573,91860.07142857143
South America,2022-11-30,4639187.928571428,95377.14285714286
South America,2023-09-03,4897987.0,96594.14285714286
South America,2023-09-27,4898198.142857143,96596.57142857143
South America,2024-01-29,4906318.928571428,96672.42857142857
South America,2024-02-09,4907622.357142857,96679.78571428571
Asia,2021-03-30,577647.5416666666,8832.979166666666
Asia,2021-10-09,1585439.625,23526.125
Asia,2021-12-21,1744034.6458333333,25890.625
Asia,2022-04-28,3053885.9166666665,29626.541666666668
Asia,2022-12-08,4032193.8541666665,31297.479166666668
Asia,2022-12-24,4347785.833333333,31458.3125
Asia,2023-01-06,5769265.479166667,32073.25
Asia,2023-05-28,6196609.4375,33966.854166666664
Asia,2023-07-19,6216721.708333333,33997.979166666664
Asia,2024-01-10,6408490.361702127,34811.87234042553
Asia,2024-03-17,6412432.744680851,34823.87234042553
Europe,2020-06-23,41222.901960784315,3742.4313725490197
Europe,2021-02-23,632798.8653846154,16097.846153846154
Europe,2021-06-12,901439.6346153846,21468.596153846152
Europe,2021-06-29,918809.8846153846,21832.76923076923
Europe,2022-01-23,2222437.980769231,31471.23076923077
Europe,2022-07-19,4148095.3725490198,37238.60784313725
Europe,2022-08-02,4235465.392156863,37500.62745098039
Europe,2023-04-14,4855989.725490196,40343.450980392154
Europe,2023-12-12,4924368.137254902,40984.03921568627
Africa,2020-11-29,38007.70175438596,912.6491228070175
Africa,2024-02-18,230531.91228070174,4545.403508771929
Oceania,2020-01-16,0.0,0.0
Oceania,2020-11-14,1878.375,44.916666666666664
Oceania,2020-11-27,2067.125,46.666666666666664
Oceania,2022-10-05,504834.6666666667,878.9166666666666
Oceania,2023-01-07,554969.2916666666,1023.0833333333334
Oceania,2023-03-30,575352.8333333334,1111.5
Oceania,2024-07-03,624387.4166666666,1365.7916666666667
North America,2020-11-23,350038.243902439,9999.048780487805
North America,2021-12-20,1477734.6585365853,29397.585365853658
North America,2023-02-24,2981773.2926829266,38487.34146341463
North America,2023-09-06,3032733.048780488,39352.29268292683
North America,2023-10-02,3033102.6585365855,39495.80487804878
North America,2024-02-17,3035449.487804878,40354.78048780488
North America,2024-04-03,3035783.7073170734,40551.68292682927
South America,2020-04-28,8762.92857142857,575.5
South America,2020-08-05,297140.5714285714,13377.214285714286
South America,2021-01-30,1086361.5,33177.78571428572
South America,2021-03-13,1323145.5,40131.28571428572
South America,2021-04-19,1667285.142857143,51857.642857142855
South America,2021-10-20,2727839.6428571427,83173.35714285714
South America,2021-11-27,2776017.285714286,84177.64285714286
South America,2021-12-08,2795455.0714285714,84581.78571428571
South America,2023-01-28,4820602.642857143,96134.0
South America,2023-06-08,4897085.0,96587.42857142857
South America,2023-08-13,4897815.142857143,96592.92857142857
Asia,2020-02-07,308.82978723404256,7.702127659574468
Asia,2020-04-14,6084.148936170212,225.25531914893617
Asia,2020-06-11,28165.91489361702,732.0
Asia,2020-09-15,186244.74468085106,3438.425531914894
Asia,2020-11-16,333228.6382978723,5621.468085106383
Asia,2021-01-08,441180.3404255319,7227.148936170212
Asia,2021-06-26,1129754.1666666667,15965.479166666666
Asia,2021-11-19,1682023.0,24859.916666666668
Asia,2022-02-22,2337782.3333333335,27813.791666666668
Asia,2022-11-28,4003783.3333333335,31243.104166666668
Asia,2023-04-27,6170760.791666667,33906.458333333336
Europe,2021-12-02,1407537.5,27917.903846153848
Europe,2022-01-05,1733222.4615384615,30296.826923076922
Europe,2022-03-29,3464246.470588235,35457.35294117647
Europe,2022-05-27,3848340.1764705884,36646.58823529412
Europe,2022-07-11,4089572.901960784,37123.8431372549
Europe,2022-08-08,4265883.882352941,37617.39215686275
Europe,2022-10-23,4573408.431372549,38585.23529411765
Europe,2023-03-20,4838520.647058823,40185.490196078434
Europe,2023-12-21,4929572.843137255,41013.76470588235
Africa,2020-07-11,8298.578947368422,241.8421052631579
Africa,2021-05-03,81010.15789473684,2148.9473684210525
Africa,2021-06-08,87115.40350877192,2325.40350877193
Africa,2021-06-26,91964.71929824562,2416.6491228070176
Africa,2022-01-24,189816.12280701756,4154.070175438596
Africa,2022-03-10,206284.84210526315,4406.649122807017
Africa,2022-08-12,223986.1052631579,4512.122807017544
Africa,2023-01-11,228223.7894736842,4535.596491228071
Africa,2023-10-10,230069.70175438595,4544.456140350877
Africa,2024-05-08,230573.54385964913,4545.666666666667
Oceania,2020-05-02,336.5,4.583333333333333
Oceania,2021-03-15,2502.5416666666665,51.583333333333336
Oceania,2022-02-16,123494.625,345.5
Oceania,2022-05-24,342699.2083333333,541.625
Oceania,2022-07-21,424175.375,697.9583333333334
Oceania,2022-10-13,506719.7916666667,883.9583333333334
Oceania,2023-10-09,604036.1666666666,1251.4166666666667
Oceania,2023-11-26,607573.75,1279.5
North America,2020-02-24,1.2195121951219512,0.0
North America,2021-04-14,874752.6341463415,20582.60975609756
North America,2021-05-18,932182.6341463415,21445.48780487805
North America,2021-05-28,939152.6829268293,21584.219512195123
North America,2022-03-05,2274865.2682926827,33766.46341463415
North America,2023-02-14,2974521.048780488,38406.41463414634
North America,2023-09-27,3032984.1707317075,39458.12195121951
North America,2024-02-03,3035287.7073170734,40269.829268292684
South America,2020-07-08,174546.14285714287,8815.92857142857
South America,2020-09-17,505738.4285714286,20300.0
South America,2022-03-12,3902521.714285714,90225.64285714286
South America,2022-05-31,4116574.5714285714,92748.92857142857
South America,2022-09-16,4556877.214285715,94793.28571428571
South America,2023-04-19,4884253.357142857,96434.57142857143
South America,2023-05-22,4896962.5,96584.92857142857
South America,2024-03-11,4912241.642857143,96703.78571428571
South America,2024-04-05,4913761.5,96713.21428571429
Asia,2020-09-23,205692.914893617,3712.872340425532
Asia,2021-03-03,517217.3541666667,8264.5625
Asia,2021-07-28,1254504.7291666667,18127.770833333332
Asia,2022-02-04,2073663.4583333333,26905.9375
Asia,2022-03-12,2524523.0,28384.166666666668
Asia,2022-09-05,3723463.625,30673.791666666668
Asia,2022-09-29,3810460.125,30852.479166666668
Asia,2023-09-18,6262962.4375,34033.541666666664
Asia,2024-07-23,6414666.723404256,34834.46808510638
Europe,2020-01-26,0.17647058823529413,0.11764705882352941
Europe,2020-01-28,0.17647058823529413,0.11764705882352941
Europe,2020-05-11,27565.29411764706,3093.529411764706
Europe,2020-10-10,103053.49019607843,4577.333333333333
Europe,2020-12-21,416387.862745098,10420.70588235294
Europe,2021-10-11,1162021.4423076923,24642.98076923077
Europe,2022-04-20,3679592.274509804,36060.56862745098
Europe,2022-07-10,4089572.901960784,37123.8431372549
Europe,2024-06-22,4954484.94117647,41199.21568627451
Africa,2020-03-08,1.4035087719298245,0.08771929824561403
Africa,2020-05-22,1462.7719298245613,53.78947368421053
Africa,2020-06-11,3296.9122807017543,106.9298245614035
Africa,2020-06-27,5307.964912280701,171.2280701754386
Africa,2020-11-06,31536.280701754386,780.9298245614035
Africa,2020-12-04,38007.70175438596,912.6491228070175
Africa,2021-05-24,84226.33333333333,2257.0175438596493
Africa,2021-06-29,95547.38596491228,2479.7368421052633
Africa,2021-09-09,140411.28070175438,3512.7368421052633
Africa,2022-11-01,226419.8947368421,4527.070175438596
Africa,2023-10-31,230101.9649122807,4544.508771929824
Oceania,2020-03-08,3.125,0.16666666666666666
Oceania,2020-06-30,383.2916666666667,5.708333333333333
Oceania,2021-05-31,3179.0416666666665,58.75
Oceania,2021-11-28,16009.208333333334,193.125
Oceania,2022-12-06,532758.2083333334,935.4583333333334
Oceania,2023-04-21,580039.6666666666,1128.6666666666667
Oceania,2023-06-01,591247.25,1181.2916666666667
Oceania,2023-10-28,604712.75,1257.75
Oceania,2024-01-04,610757.6666666666,1306.75
North America,2020-02-16,0.7560975609756098,0.0
North America,2022-01-03,1592682.536585366,29949.70731707317
North America,2023-05-27,3031847.56097561,39084.0
South America,2020-01-07,0.0,0.0
South America,2020-02-14,0.0,0.0
South America,2021-03-04,1281299.2857142857,38869.92857142857
South America,2022-01-13,2934622.5714285714,85425.07142857143
South America,2022-01-30,3428291.785714286,86919.78571428571
South America,2022-06-20,4199945.214285715,93004.85714285714
South America,2022-09-07,4548209.214285715,94708.5
South America,2022-09-30,4570573.571428572,94927.71428571429
South America,2022-10-19,4586457.785714285,95095.21428571429
South America,2023-01-03,4777658.357142857,95857.5
South America,2023-09-04,4897987.0,96594.14285714286
South America,2024-01-16,4903907.714285715,96656.21428571429
South America,2024-01-26,4905041.857142857,96664.21428571429
Asia,2020-05-04,11531.553191489362,410.40425531914894
Asia,2020-08-10,106183.70212765958,2267.063829787234
Asia,2020-11-01,303331.3829787234,5155.234042553191
Asia,2021-04-30,759694.0833333334,10250.604166666666
Asia,2021-07-25,1254504.7291666667,18127.770833333332
Asia,2022-11-29,4003783.3333333335,31243.104166666668
Europe,2020-04-15,15008.941176470587,1659.4901960784314
Europe,2020-06-26,41222.901960784315,3742.4313725490197
Europe,2020-09-05,67696.11764705883,4210.333333333333
Europe,2021-02-09,598985.8076923077,15122.096153846154
Europe,2021-05-26,888344.2692307692,21161.30769230769
Europe,2022-08-23,4315006.156862745,37817.94117647059
Europe,2023-06-11,4879942.039215687,40632.96078431373
Europe,2023-09-11,4888671.31372549,40746.901960784315
Europe,2023-11-05,4905807.156862745,40875.13725490196
Europe,2024-01-18,4941130.196078432,41112.86274509804
Africa,2020-05-29,1935.3859649122808,63.29824561403509
Africa,2020-12-07,39748.82456140351,948.8070175438596
Africa,2021-02-23,67536.1052631579,1775.3508771929824
Africa,2022-01-19,185139.91228070174,4111.298245614035
Africa,2022-11-13,226777.80701754385,4528.771929824561
Africa,2023-09-21,230018.42105263157,4544.210526315789
Oceania,2020-10-24,1543.5416666666667,42.833333333333336
Oceania,2020-12-03,2132.4166666666665,47.458333333333336
Oceania,2022-03-13,172340.16666666666,390.9583333333333
Oceania,2023-01-04,554969.2916666666,1023.0833333333334
Oceania,2023-03-18,572567.1666666666,1099.7083333333333
North America,2020-04-24,18938.365853658535,1017.9268292682926
North America,2020-07-24,108454.51219512195,5180.926829268293
North America,2020-12-04,381614.0975609756,10416.09756097561
North America,2021-01-24,698449.6585365854,15842.292682926829
North America,2021-06-23,958063.1707317074,22013.682926829268
North America,2021-07-27,1001604.4634146341,22541.536585365855
North America,2021-12-23,1477734.6585365853,29397.585365853658
North America,2022-10-27,2815336.6829268294,37045.12195121951
North America,2023-07-16,3032442.2926829266,39207.85365853659
North America,2023-07-30,3032509.0,39235.92682926829
North America,2023-12-29,3034654.975609756,39969.21951219512
North America,2024-01-23,3035195.0,40216.04878048781
South America,2020-07-05,174546.14285714287,8815.92857142857
South America,2020-07-19,229009.57142857142,11052.142857142857
South America,2020-12-01,788723.0714285715,27314.071428571428
South America,2020-12-19,851024.7142857143,28409.0
South America,2021-07-14,2426770.0714285714,74422.28571428571
South America,2021-11-21,2776017.285714286,84177.64285714286
South America,2021-11-28,2785874.785714286,84371.42857142857
South America,2023-07-04,4897411.071428572,96590.35714285714
South America,2023-09-12,4898053.071428572,96594.85714285714
South America,2024-04-30,4914111.928571428,96721.85714285714
South America,2024-05-16,4914186.285714285,96723.78571428571
Asia,2020-09-26,205692.914893617,3712.872340425532
Asia,2021-01-23,465725.25531914894,7569.893617021276
Asia,2021-05-05,831544.4583333334,10983.0
Asia,2021-09-08,1480145.1041666667,21961.6875
Asia,2022-03-16,2638504.9583333335,28650.75
Asia,2023-03-03,6132082.083333333,33767.354166666664
Asia,2023-03-28,6150930.854166667,33848.6875
Asia,2023-04-03,6154733.791666667,33862.4375
Asia,2024-03-13,6412284.234042553,34823.55319148936
Europe,2020-05-14,27565.29411764706,3093.529411764706
Europe,2020-10-25,164223.25490196078,5134.686274509804
Europe,2021-07-22,959605.9807692308,22218.673076923078
Europe,2023-10-06,4894968.529411765,40790.13725490196
Europe,2024-02-26,4947062.2549019605,41163.35294117647
Europe,2024-03-26,4949541.196078432,41175.82352941176
Africa,2023-05-31,229685.1754385965,4542.964912280701
Africa,2023-06-15,229763.66666666666,4543.228070175439
Africa,2024-05-25,230579.94736842104,4545.666666666667
Africa,2024-06-03,230587.19298245615,4545.684210526316
Oceania,2020-10-23,1543.5416666666667,42.833333333333336
Oceania,2021-06-17,3267.375,58.875
Oceania,2022-06-04,354829.0,560.1666666666666
Oceania,2023-04-14,578459.2083333334,1121.9583333333333
Oceania,2023-09-20,602874.2083333334,1241.125
Oceania,2023-10-03,603521.375,1247.5416666666667
Oceania,2023-12-15,608876.5416666666,1294.9583333333333
Oceania,2024-02-16,614796.1666666666,1332.0416666666667
Oceania,2024-03-03,616362.0833333334,1339.9583333333333
Oceania,2024-07-29,625064.2916666666,1370.9166666666667
North America,2020-08-21,156701.48780487804,6524.780487804878
North America,2020-11-11,291327.7804878049,9297.536585365853
North America,2022-11-25,2845577.6829268294,37335.19512195122
North America,2022-12-19,2888974.8292682925,37626.170731707316
North America,2024-02-15,3035449.487804878,40354.78048780488
South America,2020-08-18,371792.28571428574,15738.0
South America,2021-08-27,2616121.5714285714,80285.28571428571
South America,2021-09-16,2663283.5714285714,81583.71428571429
South America,2021-10-10,2718931.0714285714,82951.5
South America,2022-09-15,4556877.214285715,94793.28571428571
South America,2022-09-17,4556877.214285715,94793.28571428571
South America,2022-11-10,4603460.714285715,95229.5
South America,2023-06-04,4897085.0,96587.42857142857
South America,2023-07-29,4897641.5,96592.07142857143
